nct_id,url,brief_title,official_title,overall_status,study_type,phase,primary_purpose,category,participant_stage,enrollment,lead_sponsor,interventions,conditions,countries,has_us_site,country_count,location_count,multinational,has_public_locations,study_first_post_date,last_update_post_date,start_date,primary_completion_date,completion_date,primary_outcomes,excluded_reason
NCT04701957,https://clinicaltrials.gov/study/NCT04701957,The Ketogenic Diet for Alzheimer's Disease,The Ketogenic Diet for Alzheimer's Disease: a Randomized Controlled Feasibility Study.,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,OTHER,"Care, behavior, and quality of life",Care partners or care systems,17,Assistance Publique - Hôpitaux de Paris,Ketogenic diet,"Alzheimer Disease, Early Onset",France,False,1,1,False,True,2021-01-08,2026-04-06,2023-03-30,2026-09,2026-09,Feasibilty of Ketogenic diet with urinary ketone levels,
NCT04715399,https://clinicaltrials.gov/study/NCT04715399,UPenn Observational Research Repository on Neurodegenerative Disease,University of Pennsylvania Centralized Observational Research Repository on Neurodegenerative Disease (UNICORN),RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,1000,University of Pennsylvania,No intervention,Frontotemporal Degeneration(FTD); Primary Progressive Aphasia(PPA); Familial Frontotemporal Lobar Degeneration (fFTLD); Amyotrophic Lateral Sclerosis(ALS); Lewy Body Disease(LBD); Progressive Supranuclear Palsy(PSP); Corticobasal Syndrome(CBS); Posterior Cortical Atrophy(PCA); Alzheimer's Disease(AD),United States,True,1,1,False,True,2021-01-20,2026-01-22,2020-05-29,2070-05-30,2070-05-30,Status of progression - changes in neuropsychological tests.,
NCT04740580,https://clinicaltrials.gov/study/NCT04740580,"Glutathione, Brain Metabolism and Inflammation in Alzheimer's Disease","Glutathione, Brain Metabolism and Inflammation in Alzheimer's Disease",RECRUITING,INTERVENTIONAL,EARLY_PHASE1,OTHER,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,52,Baylor College of Medicine,Glycine; N-acetylcysteine; Alanine,Alzheimer Disease,United States,True,1,1,False,True,2021-02-05,2025-06-10,2022-02-15,2026-04-30,2026-12-31,Cognition; Brain glucose uptake; Brain inflammation,
NCT04748861,https://clinicaltrials.gov/study/NCT04748861,CYCLE-AD (CYcling to Cease or Limit the Effects of Alzheimer's Disease),CYCLE-AD: Randomized Controlled Trial to Assess the Efficacy of Indoor Cycling in Slowing Disease Progression in Healthy Older Persons at Genetic Risk for Alzheimer's Disease,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Preclinical or elevated-risk,150,The Cleveland Clinic,Indoor Cycling (IC),High Intensity Exercise; Normal Cognition; Exercise Intervention,United States,True,1,1,False,True,2021-02-10,2025-10-02,2021-10-20,2026-12-31,2026-12-31,Rey Auditory Verbal Learning Test Total Recall Trials 1-5 (RAVLT1-5).; Total Hippocampal Volume (THV); V̇O2max,
NCT04784416,https://clinicaltrials.gov/study/NCT04784416,Transcranial Photobiomodulation for Alzheimer's Disease (TRAP-AD),Transcranial Photobiomodulation for Alzheimer's Disease (TRAP-AD),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,196,NYU Langone Health,Active tPBM-2.0; Sham tPBM-2.0; 18F-MK-6240,Mild Cognitive Impairment; Alzheimer Disease,United States,True,1,3,False,True,2021-03-05,2025-12-09,2021-04-27,2025-10-30,2026-01-31,Change in Repeatable Battery for the Assessment of Neuropsychological Status Update (RBANS) Total Scale Index Score.,
NCT04786223,https://clinicaltrials.gov/study/NCT04786223,Targeting Neuroinflammation as a Contributing Pathology in Alzheimer's Disease Dementia and Related Dementias,Targeting Neuroinflammation as a Contributing Pathology in Alzheimer's Disease Dementia and Related Dementias,ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE2,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,125,Val Lowe,C-11 ER-176; Blood Test,Lewy Body Dementia (LBD); Alzheimer Dementia (AD),United States,True,1,1,False,True,2021-03-08,2026-05-22,2021-03-30,2029-03,2030-03,"Determine if neuroinflammation, as measured by C-11 ER176 SUVr and inflammatory blood test measurements, is correlated with an increase in AB plaque, as measured by C-11 PiB SUVr.; Determine if neuroinflammation, as measured by C-11 ER176 SUVr, is correlated with a history of increased cognitive decline in the 5 years preceding PET imaging, as measured by z scores from neuropsychiatric test results (memory, etc.).; Determine if neuroinflammation, as measured by PET imaging, is associated with blood and/or CSF biomarkers of inflammation or other neurologic diseases and related blood tests.",
NCT04800588,https://clinicaltrials.gov/study/NCT04800588,Computerized Tests of Cognitive Decline in Presymptomatic Alzheimer's Disease,Computerized Tests of Cognitive Decline in Presymptomatic Alzheimer's Disease,RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,2000,"Neurobehavioral Systems, Inc.",California Cognitive Assessment Battery,Alzheimer Disease; Cognitive Decline; Aging,United States,True,1,1,False,True,2021-03-16,2025-05-22,2021-05-05,2027-03-31,2027-03-31,Longitudinal normative data collection from healthy participants,
NCT04804241,https://clinicaltrials.gov/study/NCT04804241,Senicapoc in Alzheimer's Disease,Proof of Mechanism Study of Senicapoc in Mild or Prodromal Alzheimer's Disease,RECRUITING,INTERVENTIONAL,PHASE2,OTHER,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,55,"University of California, Davis",Senicapoc; Placebo Tablet,Mild Cognitive Impairment; Alzheimer Disease,United States,True,1,2,False,True,2021-03-18,2026-01-29,2022-03-18,2026-06,2026-06,"Change from Baseline in the Alzheimer's Disease Assessment Scale, Cognitive Subscale (ADAS-Cog 13) score; Change from Baseline to Week 52 in levels of Cerebrospinal fluid (CSF) biomarkers: IL-1β, IL-6, TNF-α, MCP-1, and IL-10; Change from Baseline to Week 52 in levels of serum biomarkers: IL-6, TNF-α, MCP-1, and IL-10 and high sensitivity C-Reactive protein",
NCT04840979,https://clinicaltrials.gov/study/NCT04840979,Discovery and Validation of Genetic Variants Affecting Microglial Activation in Alzheimer's Disease,Discovery and Validation of Genetic Variants Affecting Microglial Activation in Alzheimer's Disease With 11C-ER176,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,107,Columbia University,11C-ER176; 18F-florbetaben,Alzheimer Disease,United States,True,1,1,False,True,2021-04-12,2026-05-14,2021-05-11,2026-12,2026-12,Correlation between the chromosome 1 variant (rs2997325) and TSPO binding; Number of variants discovered in genome-wide association study (GWAS) that influence TSPO binding,
NCT04844060,https://clinicaltrials.gov/study/NCT04844060,Cerebro Spinal Fluid Collection (CSF),Analysis of Clinical Data and Diagnosis in Any Person Requiring an Assay of Alzheimer Biomarkers in Cerebrospinal Fluid,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,10000,"University Hospital, Strasbourg, France",Lumbar punction,Alzheimer Disease; Dementia With Lewy Bodies; Frontotemporal Dementia; Parkinson's Disease Dementia; Multiple System Atrophy,France,False,1,1,False,True,2021-04-14,2023-04-27,2010-02,2030-12,2030-12,CSF collection,
NCT04850053,https://clinicaltrials.gov/study/NCT04850053,Detection of Alzheimer's Disease (AD)-Related Seeds for AD Diagnosis,Detection of Alzheimer's Disease (AD)-Related Seeds as Biomarkers for Accurate Diagnosis of AD（AD-seeds-detector）,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,1500,Capital Medical University,,Alzheimer's Disease,China,False,1,1,False,True,2021-04-20,2026-03-23,2020-08-26,2026-12-31,2026-12-31,The area under curve of the AD-seeds-detector for the accurate diagnosis of AD,
NCT04855630,https://clinicaltrials.gov/study/NCT04855630,Combating Alzheimer's Through Sleep and Exercise,Combating Alzheimer's Through Sleep and Exercise (CASE),RECRUITING,INTERVENTIONAL,NA,PREVENTION,Lifestyle and multidomain,Mixed or not specified,30,University of Miami,DREEM 2 Headband; Exercise Routine,Alzheimer Disease; Dementia,United States,True,1,1,False,True,2021-04-22,2026-04-20,2023-03-01,2028-12-30,2028-12-30,Total Cholesterol Levels; High-Density Lipoprotein (HDL) Levels; Low-Density Lipoprotein (LDL) Levels,
NCT04865172,https://clinicaltrials.gov/study/NCT04865172,ECOCAPTURE for the Assessment of Apathy Under Real-life Conditions,ECOCAPTURE@HOME: Program for the Assessment of Behavioural Markers of Apathy Under Real-life Conditions Aimed At Patients with Neurodegenerative Dementias and Their Caregivers,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Care partners or care systems,120,"Institut National de la Santé Et de la Recherche Médicale, France",Remote collection of passive and active data for 28 consecutive days,"Frontotemporal Dementia, Behavioral Variant; Alzheimer Disease",France,False,1,1,False,True,2021-04-29,2024-11-21,2022-05-20,2025-05,2025-05,Acceleration (in g); Electrodermal activity (in microsiemens); Blood volume pulse (or relative blood flow),
NCT04902703,https://clinicaltrials.gov/study/NCT04902703,Phase II Trial to Evaluate Safety and Efficacy of GM-CSF/Sargramostim in Alzheimer's Disease,Phase II Trial to Evaluate Safety and Efficacy of GM-CSF/Sargramostim in Alzheimer's Disease (SESAD),RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Diagnostics, imaging, and biomarkers",Care partners or care systems,42,"University of Colorado, Denver",Sargramostim; Saline - placebo comparator,Alzheimer Disease,United States,True,1,1,False,True,2021-05-26,2026-04-30,2022-06-01,2026-11-30,2026-11-30,Safety as measured by number of Adverse Events (AEs) by body system,
NCT04905238,https://clinicaltrials.gov/study/NCT04905238,Obstructive Sleep Apnea and Biomarkers of Alzheimer's Disease,Pathophysiology Consequences of Obstructive Sleep Apnea in Biomarkers of Alzheimer's Disease. A Clinical Trial,ENROLLING_BY_INVITATION,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",Mixed or not specified,130,Alberto Alonso Fernandez,Continuous positive airway pressure,"Sleep Apnea, Obstructive",Spain,False,1,2,False,True,2021-05-27,2025-05-01,2020-07-31,2025-04-10,2025-05-06,Change from baseline in β-amyloid 40 (Aβ-40 and/or Aβ42) concentration; β-amyloid 40 (Aβ-40 and and/or Aβ42) concentration in OSA and in non-OSA patients,
NCT04906863,https://clinicaltrials.gov/study/NCT04906863,Genetic Studies of Early-onset Dementia,Genetic Studies of Early-onset Dementia,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,Other interventional treatment research,MCI or prodromal Alzheimer’s,1000,Columbia University,Blood draw; Neurocognitive testing; Medical questionnaire,"Dementia, Early Onset; Alzheimer Dementia (AD); Mild Cognitive Impairment (MCI); Memory Loss",United States,True,1,1,False,True,2021-05-28,2026-04-29,2016-09-14,2028-04-30,2028-04-30,Genetic risk variants associated with early-onset dementia; Changes in blood biomarkers in early-onset dementia,
NCT04935372,https://clinicaltrials.gov/study/NCT04935372,β-AARC: Cohort Study for the Identification of Blood-based Biomarkers in a Population With Subjective Cognitive Decline,β-AARC: Cohort Study for the Identification of Blood-based Biomarkers in a Population With Subjective Cognitive Decline,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,200,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",Observational,Alzheimer Disease; Preclinical Alzheimer; Mild Cognitive Impairment,Spain,False,1,1,False,True,2021-06-23,2025-05-31,2021-05-25,2025-12-31,2025-12-31,CSF Aβ42/Aβ40 ratio,
NCT04946916,https://clinicaltrials.gov/study/NCT04946916,Neurofilament Light Chains and Cognitive Impairment in Chronic Psychiatric Disease,Validation of Serum Neurofilament Light Chain as a Biomarker to Differentiate Cognitive Impairment From Neurodegenerative or Psychiatric Diseases,RECRUITING,INTERVENTIONAL,NA,DIAGNOSTIC,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,120,Hôpital le Vinatier,blood sample taken,Schizophrenia; Bipolar Disorder; Alzheimer Disease; FTD,France,False,1,2,False,True,2021-07-01,2025-07-24,2021-10-22,2027-03-22,2028-03-22,neurofilament light chain,
NCT04956549,https://clinicaltrials.gov/study/NCT04956549,Reducing African American's Alzheimer's Risk Through Exercise-Mild Cognitive Impairment (RAATE-MCI),Reducing African Americans' Alzheimer's Disease Risk Through Exercise-Mild Cognitive Impairment Cohort,RECRUITING,INTERVENTIONAL,NA,PREVENTION,Lifestyle and multidomain,MCI or prodromal Alzheimer’s,144,Pennington Biomedical Research Center,Physical activity program; Successful Aging,Dementia of Alzheimer Type,United States,True,1,1,False,True,2021-07-09,2025-03-17,2021-06-01,2026-03-31,2027-03-31,Change in executive function; Change in episodic memory,
NCT04975464,https://clinicaltrials.gov/study/NCT04975464,BRINK (BRain In Kidney Disease) Memory Study 2.0,"BRINK (BRain In Kidney Disease) Memory Study 2.0 (The Natural History of Cognitive Decline in Chronic Kidney Disease: Renal, Vascular and Alzheimer's Disease Contributions)",ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,600,Anne Murray,,"Chronic Kidney Diseases; Dementia; Dementia, Vascular; Stroke; Alzheimer Disease; Cognitive Decline; Cognitive Impairment; Cognitive Dysfunction; Kidney Diseases; Diabetes; Cerebral Atrophy; Small Vessel Ischemic Disease",United States,True,1,2,False,True,2021-07-23,2025-11-04,2011-11-15,2026-05,2026-05,Screening Interview; Classification; Medical History Interview,
NCT04992195,https://clinicaltrials.gov/study/NCT04992195,Impact of COVID-19 Vaccines on Cerebrovascular Health,Impact of COVID-19 Vaccines on Cerebrovascular Health - a Population-based Study,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,500,Chinese University of Hong Kong,Laboratory tests and Montreal Cognitive Assessment; Laboratory tests and Montreal Cognitive Assessment,"Stroke; Stroke, Acute; Stroke, Ischemic; Dementia; Brain Ischemia; Alzheimer Disease; Brain Diseases; Major Adverse Cardiovascular Event; Arterial Thromboembolism; Venous Thromboembolism",Hong Kong,False,1,1,False,True,2021-08-05,2026-02-24,2021-07-05,2026-06-30,2026-12-31,Imaging markers; Imaging analysis,
NCT04994847,https://clinicaltrials.gov/study/NCT04994847,"APOE in the Predisposition to, Protection From, and Prevention of Alzheimer's Disease","APOE in the Predisposition to, Protection From, and Prevention of Alzheimer's Disease",ENROLLING_BY_INVITATION,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,300,Banner Health,Amyloid and Tau PET,Alzheimer Disease,United States,True,1,1,False,True,2021-08-06,2025-07-20,2021-05-01,2026-06-30,2026-06-30,Amyloid PET Scan; Tau PET Scan; MRI,
NCT05004987,https://clinicaltrials.gov/study/NCT05004987,Aβ Dynamics in LLMD,Depression Treatment and Aβ Dynamics: A Study of Alzheimer's Disease Risk (ABD Study),RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,60,NYU Langone Health,Escitalopram Oxalate; Placebo,Alzheimer Disease; Major Depressive Disorder,United States,True,1,2,False,True,2021-08-13,2026-05-06,2022-02-04,2026-12-31,2027-06-30,Change in Cerebrospinal Fluid (CSF) Aβ40 Biomarker Levels; Change in Cerebrospinal Fluid (CSF) Aβ42 Biomarker Levels; Change in Vascular Dysfunction (VD) Biomarker Levels,
NCT05010603,https://clinicaltrials.gov/study/NCT05010603,Late Onset Alzheimer's Disease,Late Onset Alzheimer's Disease,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,Amyloid-targeting approaches,Mixed or not specified,10000,Columbia University,Blood Draw; Late Onset Alzheimer's Disease (LOAD) Neuropsychological Battery Test,Alzheimer Disease,United States,True,1,12,False,True,2021-08-18,2026-05-18,2016-11-15,2027-04-30,2027-04-30,Total number of genes identified to be associated with the risk of AD,
NCT05016219,https://clinicaltrials.gov/study/NCT05016219,Phase 2 - Rhythmic Light Therapy for Alzheimer's Disease Patients,Phase 2 - The Use of Rhythmic Light Therapy to Entrain Gamma Oscillations and the Circadian System in Patients With Alzheimer's Disease,RECRUITING,INTERVENTIONAL,NA,TREATMENT,Lifestyle and multidomain,MCI or prodromal Alzheimer’s,120,Icahn School of Medicine at Mount Sinai,Circadian-Effective Light; Rhythmic Light; Placebo Light; Placebo Rhythmic Light,Mild Cognitive Impairment,United States,True,1,2,False,True,2021-08-23,2026-05-29,2023-08-22,2027-03-31,2027-07-31,Cognition using the Montreal Cognitive Assessment (MoCA); Cognition using the Montreal Cognitive Assessment (MoCA); Cognition using the Montreal Cognitive Assessment (MoCA),
NCT05020106,https://clinicaltrials.gov/study/NCT05020106,The Diagnostic Cut-off Value of Core Biomarkers of Alzheimer's Disease,Study on the Diagnostic Cut-off Value of Core Biomarkers in Cerebrospinal Fluid and Blood of Alzheimer's Disease,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",MCI or prodromal Alzheimer’s,3200,Capital Medical University,,Alzheimer's Disease,China,False,1,1,False,True,2021-08-25,2026-03-23,2018-09-01,2027-09-01,2027-09-01,The cut-off value in diagnosing AD; The receiver operating characteristic curve; Relationship between biomarker and clinical symptom,
NCT05020626,https://clinicaltrials.gov/study/NCT05020626,Modelling Tau Distribution From DTI With Generative Adversarial Network for Alzheimer's Disease Diagnosis,Modelling Tau Deposition and Distribution From Diffusion Tensor Imaging With Generative Adversarial Network for Alzheimer's Disease Diagnosis,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,250,Chinese University of Hong Kong,,Alzheimer's Disease Diagnosis,Hong Kong,False,1,1,False,True,2021-08-25,2024-08-22,2021-06-30,2025-06-29,2025-12-31,Structural similarity index to measure the similarity between synthetic image and ground truth for 20% of data in testing set,
NCT05023564,https://clinicaltrials.gov/study/NCT05023564,PUMCH Dementia Longitudinal Cohort Study,Peking Union Medical College Hospital (PUMCH) Dementia Longitudinal Cohort Study,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,20000,Peking Union Medical College Hospital,,"Dementia; Dementia, Vascular; Dementia With Lewy Bodies; Dementia, Mixed; Dementia Alzheimers; Dementia Frontal; Dementia, Mild",China,False,1,1,False,True,2021-08-26,2022-09-13,2020-12-01,2040-12-31,2040-12-31,"The incidence of dementia; The relationship between lifestyles, stress (stressful events and their degree) and dementia; Risk factors for dementia",
NCT05026866,https://clinicaltrials.gov/study/NCT05026866,A Donanemab (LY3002813) Study in Participants With Preclinical Alzheimer's Disease (TRAILBLAZER-ALZ 3),A Study of Donanemab Versus Placebo in Participants at Risk for Cognitive and Functional Decline of Alzheimer's Disease,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,TREATMENT,Amyloid-targeting approaches,Preclinical or elevated-risk,2996,Eli Lilly and Company,Donanemab; Placebo,Alzheimer Disease,Japan; Puerto Rico; United States,True,3,216,True,True,2021-08-30,2026-01-21,2021-08-27,2027-11,2027-11,Time to Clinical Progression of Composite Endpoint as Measured by Clinical Dementia Rating (CDR) in the Primary Study Population (Baseline CDR-Global Score [GS 0]),
NCT05027789,https://clinicaltrials.gov/study/NCT05027789,Brain Boosters 2 in Persons at Risk for Alzheimer's Disease: a Digital Application Supported Intervention,Compensation Training and Lifestyle Modifications to Promote Healthy Aging in Persons at Risk for Alzheimer's Disease: a Digital Application Supported Intervention (Brain Boosters 2),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,PREVENTION,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,263,"University of California, Davis",Self-Guided; Structured Group,Memory Disorders; Cognitive Impairment,United States,True,1,1,False,True,2021-08-30,2025-10-08,2021-08-13,2026-08-31,2026-08-31,Logical Memory; Free and Cued Selective Reminding Test (FCRT); Digit Span,
NCT05058040,https://clinicaltrials.gov/study/NCT05058040,A Clinical Study to Evaluate the Long-Term Safety Sodium Oligomannate Capsules (GV-971),A Clinical Study to Evaluate the Long-Term Safety Sodium Oligomannate Capsules,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE4,TREATMENT,Neuroinflammation and immune biology,Mixed or not specified,2500,"Green Valley (Shanghai) Pharmaceuticals Co., Ltd.",Sodium Oligomannate Capsules,Alzheimer Disease,China,False,1,63,False,True,2021-09-27,2025-01-24,2021-06-02,2025-01,2025-04,Long-term safety of GV-971 in clinical practice during 48 weeks; Long-term safety of GV-971 in clinical practice during 96 weeks,
NCT05059158,https://clinicaltrials.gov/study/NCT05059158,Amyloid-β Clearance Mechanisms in Alzheimer's Disease,"Amyloid-β Clearance Mechanisms: A Multi-modal Study on Lymphatic, Glymphatic and Blood-brain-barrier Function in Alzheimer's Disease",RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Subjective cognitive concerns,60,Ludwig-Maximilians - University of Munich,positron emission tomography (PET),Alzheimer's Disease (AD),Germany,False,1,1,False,True,2021-09-28,2025-07-04,2021-06-01,2025-09,2025-10,Differences in the disruption of the brain-blood-barrier between the subgroups; Clearance mechanisms and glymphatic or cerebral lymphatic system; Connection between the structural/functional connectivity of the resting networks and the clearance mechanisms,
NCT05060848,https://clinicaltrials.gov/study/NCT05060848,Plasma Hydrogen Sulfide as a Biomarker for Alzheimer's Disease and Related Dementias,Plasma Hydrogen Sulfide as a Biomarker for Alzheimer's Disease and Related Dementias,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Mixed or not specified,100,Louisiana State University Health Sciences Center Shreveport,,Alzheimer Disease; Dementia,United States,True,1,1,False,True,2021-09-29,2023-03-08,2021-04-01,2026-05,2027-05,Cognitive Outcomes; Imaging Outcomes; Blood Outcomes,
NCT05063851,https://clinicaltrials.gov/study/NCT05063851,The Use of Memantine for Prevention of Alzheimer's Disease,The Use of Memantine for Prevention of Alzheimer's Disease,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,PREVENTION,"Diagnostics, imaging, and biomarkers",Preclinical or elevated-risk,32,University of Virginia,Memantine Hydrochloride Tablets; Placebo,Alzheimer Disease,United States,True,1,1,False,True,2021-10-01,2026-01-14,2021-10-11,2026-12,2026-12,To assess the feasibility of the use of memantine hydrochloride for prevention of Alzheimer's Disease as measured by the percentage of patients who are lost to follow-up,
NCT05068830,https://clinicaltrials.gov/study/NCT05068830,Safety and Efficacy of Plasma Transfusion From Exercise-trained Donors in Patients With Early Alzheimer's Disease,Safety and Efficacy of Plasma Transfusion From Exercise-trained Donors in Patients With Early Alzheimer's Disease: The ExPlas Study,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,TREATMENT,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,60,Norwegian University of Science and Technology,ExPlas; Octaplasma; Saline,Alzheimer Disease,Norway,False,1,1,False,True,2021-10-06,2026-04-15,2021-09-17,2027-03-01,2031-03-01,Number of patients with adverse events; Number of subjects who comply with the research protocol,
NCT05077579,https://clinicaltrials.gov/study/NCT05077579,"Alzheimer""s Imaging Biomarkers in Obesity",Neuroinflammation and Alzheimer's Disease Imaging Biomarkers in Midlife Obesity,RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Moderate or later dementia,240,Cyrus A Raji,,Alzheimer Disease; Obesity; Metabolic Disease,United States,True,1,1,False,True,2021-10-14,2026-05-11,2021-10-18,2027-05-01,2027-12-31,Aim - increased atrophy in MAOO compared to MNOO and MNLP participants,
NCT05077618,https://clinicaltrials.gov/study/NCT05077618,Nalysis of the Periodontal Microbiota in Elderly Subjects With and Without Alzheimer's Disease: a Case Control Study,Oral Bacterial and Viral Mapping by Dental Plaque in Elderly Patients With and Without Alzheimer's Disease(ORal MICrobiology in Alzheimer's Patients),RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,Other interventional treatment research,Moderate or later dementia,94,Centre Hospitalier Universitaire de Nice,sampling of dental plaque and blood sample during the treatment,Periodontitis; Alzheimer Disease,France,False,1,1,False,True,2021-10-14,2025-03-20,2023-01-30,2023-01-30,2025-07-31,Quantification of periodontal bacterial and viral species from dental plaque samples,
NCT05081596,https://clinicaltrials.gov/study/NCT05081596,A Primary Care-Based Psychosocial Intervention To Improve Cognitive & Depression Outcomes in Older Adults With MCI & Early Stage AD,PATH-Pain: A Primary Care-Based Psychosocial Intervention To Improve Cognitive and Depression Outcomes in Older Adults With MCI and Early Stage AD,RECRUITING,INTERVENTIONAL,NA,TREATMENT,Other interventional treatment research,Care partners or care systems,100,Weill Medical College of Cornell University,PATH-Pain,Depression; Pain; Cognitive Impairment,United States,True,1,1,False,True,2021-10-18,2026-04-20,2022-06-03,2026-07-31,2027-07-31,"Change in cognitive functioning, as measured by the Repeatable Battery for the Assessment of Neuropsychological Status (RBANS)",
NCT05138263,https://clinicaltrials.gov/study/NCT05138263,Korean Brain Aging Study for Early Diagnosis and Prediction of Alzheimer's disease2 (KBASE2),Korean Brain Aging Study for Early Diagnosis and Prediction of Alzheimer's disease2,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Diagnostics, imaging, and biomarkers",Care partners or care systems,640,Seoul National University Hospital,,Alzheimer Disease; Mild Cognitive Impairment,South Korea,False,1,2,False,True,2021-11-30,2026-05-27,2022-01-01,2027-09,2027-09,Amount of brain amyloid deposition; Amount of brain tau deposition,
NCT05151562,https://clinicaltrials.gov/study/NCT05151562,Music Therapy for Patients With Alzheimer's Disease,Music Therapy for Autobiographical Memory and Neuropsychiatric Symptoms in Alzheimer Disease,RECRUITING,INTERVENTIONAL,NA,TREATMENT,"Care, behavior, and quality of life",MCI or prodromal Alzheimer’s,60,Johns Hopkins University,Virtual Music Therapy,Mild Cognitive Impairment; Alzheimer Disease,United States,True,1,1,False,True,2021-12-09,2026-05-06,2022-07-18,2027-12-31,2028-06-30,Change in autobiographical memory level as assessed by Autobiographical Memory Test (AMT); Change in scores on neuropsychiatric symptom level as assessed by Neuropsychiatric Inventory Questionnaire (NPI-Q) (caregivers),
NCT05153941,https://clinicaltrials.gov/study/NCT05153941,Diagnosis and Monitoring of Disease Progression Using Deep Neuro Signatures,DNS Cohort Study Aimed at Understanding the Pathophysiology of AD and AD Related Disorders (ADRD),ACTIVE_NOT_RECRUITING,OBSERVATIONAL,NOT_APPLICABLE,,"Care, behavior, and quality of life",Care partners or care systems,3500,Altoida,,Alzheimer's Disease; Mild Cognitive Impairment,Greece,False,1,1,False,True,2021-12-10,2025-10-03,2022-01-31,2029-01-31,2030-01-31,"ADL using selected RMTs; Neuropsychological assessment like the Clinical Dementia Rating (CDR) scale; Neuropsychological assessment like Altoida, Inc. Neuro Motor Index (NMI) medical device",
